# nanos 
 30 

# nedades 
 5 

# ntallas 
 26 

# Edades 
 0.5 1.5 2.5 3.5 4.5 

# Tallas 
 4.5 5 5.5 6 6.5 7 7.5 8 8.5 9 9.5 10 10.5 11 11.5 12 12.5 13 13.5 14 14.5 15 15.5 16 16.5 17 

# madurezsexual 
 0 1 1 1 1 

# Ind 
1991 0 0.3 0 0.3 0 100 494567 0.01
1992 0 0.3 0 0.3 0 100 514787 0.01
1993 0 0.3 0 0.3 0 100 250237 0.01
1994 0 0.3 0 0.3 0 100 358949 0.01
1995 0 0.3 0 0.3 0 100 120608 0.01
1996 0 0.3 0 0.3 0 100 361735 0.01
1997 0 0.3 0 0.3 0 100 552515 0.01
1998 0 0.3 0 0.3 0 100 73892 0.01
1999 0 0.3 0 0.3 0 100 212993 0.01
2000 252601 0.3 0 0.3 0 100 205616 0.01
2001 567819 0.3 0 0.3 0 100 52469 0.01
2002 844713 0.3 0 0.3 498337 100 317467 0.01
2003 477998 0.3 0 0.3 0 100 293654 0.01
2004 351125 0.3 0 0.3 5186 100 387597 0.01
2005 339783 0.3 0 0.3 125008 100 252695 0.01
2006 2178397 0.3 552880 0.3 0 100 516296 0.01
2007 2134043 0.3 188675 0.3 168611 100 358380 0.01
2008 4813144 0.3 0 0.3 109162 100 742168 0.01
2009 1555625 0.3 991730 0.3 213762 100 942051 0.01
2010 2623565 0.3 2467720 0.3 579715 100 627588 0.01
2011 3216857 0.3 1416034 0.3 649985 100 828172 0.01
2012 3843000 0.3 1217169 0.3 157893 100 859565 0.01
2013 1133477 0.3 2296489 0.3 87575 100 418607 0.01
2014 3079434 0.3 1805815 0.3 83554 100 520667 0.01
2015 1972148 0.3 0 0.3 0 100 417249 0.01
2016 2032684 0.3 1482799 0.3 0 100 300574 0.01
2017 2025002 0.3 1565315 0.3 0 100 407403 0.01
2018 2424330 0.3 1577507 0.3 0 100 355545 0.01
2019 2275425 0.3 1421176 0.3 0 100 319650 0.01
2020 1050175 0.3 867257 0.3 0 100 289779 0.01       

# captura_edad 
8446 820 669 65 0
8095 1470 364 71 0
9664 169 160 7 0
9276 648 75 1 0
7033 2144 806 17 0
9318 425 243 14 0
5671 3108 964 239 18
768 2599 5324 1120 189
4902 3844 1066 170 17
7925 1577 466 30 2
8405 1276 313 6 1
8084 986 794 134 2
7335 1905 724 35 1
4001 4547 1325 127 0
4980 3083 1648 265 25
9179 499 305 17 0
2467 6533 926 74 0
9418 223 340 19 0
7078 2320 357 246 0
2470 1325 881 99 1
73523 11246 5091 658 53
55704 10787 5627 680 18
3612  9459 8367 672 6
25354 3027 3973 1248 31
22418 5468 1958	1147 67
2042 4452 6307 1192 250
14884 1281 3589 1644 89
7486 7149 2901 1353 108
1244 3178 4902 532 40
1959 1806 3524 1037 63

# Reclas_edad 
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
173310 1501 63 2 0
143810 7389 2527 124 0
31161 6392 90 0 0
64809 3177 826 0 0
38432 1846 7187 1097 0
436610 48530 30845 0 0
16545 83681 22563 662 0
441390 24608 77486 2264 0
436610 48530 30845 0 0
876816 77707 12084 1453 52
10760 111 1 0 0
1733589 34460 6886 2222 94
26432 55039 5009 589 0
743107 7516 17490 381 0
435439 68667 4845 7295 94
119518 64215 23599 4175	170
215076 22804 20376 1707	301
471029 44874 7382 1414 60 
51464 68920 23801 3352 30
16027 11305 22607 357 0

# Pelaces_edad 
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
10717 10018 461 0 0
0 0 0 0 0
439883 259752 142181 150047 0
497907 718920 765989 193408 8014
1316133 40170 276 0 0
403430 1000 132 0 0
80379 88474 9865 1820 0
306761 30364 2601 311 0
0 0 0 0 0
87057 47760 14367 434 50
122961 13481 18801 5866 69
190610 16449 5970 2486 0
57235 26572 25262 733 0
42741 7049 18059 1445 0

# Pelaces_talla 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
175 0 0 4 84 261 170 548 2058 3208 3101 2595 2217 2220 1686 1175 484 145 94 26 21 10 3 3 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 91 147 696 758 1255 1048 1055 1033 1392 2112 2064 1592 1173 919 495 363 360 172 101
0 0 0 0 326 2275 4354 12700 18653 17492 13112 10572 6895 3101 861 168 78 0 0 0 15 0 13 0 0 0
0 0 0 0 0 0 0 2 6 380 965 975 2153 2405 2396 2205 1135 661 390 68 28 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 40 122 171 176 2680 7004 19380 18873 15907 6454 3128 3828 2910 3437 3120 1935 1063 1427 3578 2783 1376 172 0
0 676 4355 24187 64165 56884 16881 11949 10207 4561 4790 5331 6976 25563 21691 16925 12844 7189 11450 7204 2821 2737 435 239 0 0
0 0 0 0 12 1113 210 5412 30872 73470 49193 30649 15725 9730 2926 1167 1061 614 21 2 5 2 1 0 0 0
353 1158 3866 20898 54221 105092 91806 53800 22551 21185 22037 7236 1773 649 597 165 51 47 44 41 0 0 0 0 0 0
0 0 0 0 260 309 833 3799 8641 12781 16046 18733 11517 6085 10874 22465 30622 16874 8344 4519 5655 1695 449 38 0 0
0 2598 17347 33966 20053 16890 12740 24448 41889 52327 54073 29165 12853 7981 5027 3063 1073 302 991 730 1337 934 216 34 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
